Sample in Buffer,Sample in Window,TRIGGER,cnn_core/start_i,cnn_core/conv_weight_ch1[199:0],cnn_core/conv_weight_ch2[199:0],cnn_core/conv_weight_ch3[199:0],cnn_core/FC_Weight_1[79:0],cnn_core/FC_Weight[79:0],cnn_core/FC_Bias[79:0],cnn_core/PE_data_in[71:0],cnn_core/Image_6rows[71:0],cnn_core/BUF1_out1[71:0],cnn_core/BUF1_out2[71:0],cnn_core/BUF1_out3[71:0],cnn_core/conv_weight_ch1_packed[39:0],cnn_core/conv_weight_ch2_packed[39:0],cnn_core/conv_weight_ch3_packed[39:0],cnn_core/bias_in[23:0],cnn_core/conv_out1[23:0],cnn_core/conv_out2[23:0],cnn_core/conv_out3[23:0],cnn_core/FIFO_out1[23:0],cnn_core/FIFO_out2[23:0],cnn_core/FIFO_out3[23:0],cnn_core/MAX_out1[11:0],cnn_core/MAX_out2[11:0],cnn_core/MAX_out3[11:0],cnn_core/BUF2_out1[11:0],cnn_core/BUF2_out2[11:0],cnn_core/BUF2_out3[11:0],cnn_core/FC_data[11:0],cnn_core/PE_addr[4:0],cnn_core/Weight_addr[4:0],cnn_core/Conv_Layer[2:0],cnn_core/Layer_change,cnn_core/Weight_packed_en,cnn_core/FIFO_valid,cnn_core/BUF1_rd_en,cnn_core/BUF1_wr_en_1,cnn_core/BUF2_rd_en,cnn_core/BUF2_wr_en,cnn_core/PE_clear,cnn_core/PE_en,cnn_core/PE_valid_i,cnn_core/PE_valid_o,cnn_core/conv_done,cnn_core/FC_done,cnn_core/done,cnn_core/Bias_Sel,cnn_core/acc_wr_en,cnn_core/acc_rd_en,cnn_core/Slide_wr_en,cnn_core/Slide_rd_en,cnn_core/Slide_trigger,cnn_core/Slide_clear,cnn_core/BUF1_wr_en
105,105,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
106,106,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107,107,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108,108,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109,109,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,110,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111,111,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,112,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113,113,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114,114,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
115,115,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116,116,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
117,117,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118,118,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,119,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,120,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121,121,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122,122,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
123,123,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124,124,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125,125,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126,126,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
127,127,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
128,128,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
129,129,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,130,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
131,131,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
132,132,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133,133,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
134,134,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
135,135,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
136,136,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
137,137,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,138,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
139,139,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,140,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141,141,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
142,142,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
143,143,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
144,144,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
145,145,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
146,146,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
147,147,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148,148,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
149,149,0,0,f9ee0de9fc0d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,00f1295c4fe6e01d5047e005236021fd1a355a06171c2d342c,1d08e8e8e82a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,000000,000000,000000,000,000,000,000,000,000,000,00,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
